# <K/N> <U/N> <E/N> <U/N>
-5.168745e-01 -7.242098e+00 -7.758972e+00 -7.242098e+00
-5.080947e-01 -7.241255e+00 -7.749350e+00 -7.241255e+00
-4.875923e-01 -7.254861e+00 -7.742454e+00 -7.254861e+00
-5.065027e-01 -7.238900e+00 -7.745403e+00 -7.238900e+00
-4.976884e-01 -7.253119e+00 -7.750808e+00 -7.253119e+00
-5.077556e-01 -7.256804e+00 -7.764560e+00 -7.256804e+00
-5.135800e-01 -7.242222e+00 -7.755802e+00 -7.242222e+00
-5.007826e-01 -7.246035e+00 -7.746818e+00 -7.246035e+00
-5.090005e-01 -7.244783e+00 -7.753783e+00 -7.244783e+00
-5.196919e-01 -7.245848e+00 -7.765540e+00 -7.245848e+00
-5.169853e-01 -7.248014e+00 -7.764999e+00 -7.248014e+00
-5.327633e-01 -7.241271e+00 -7.774034e+00 -7.241271e+00
-5.264177e-01 -7.237467e+00 -7.763884e+00 -7.237467e+00
-4.912127e-01 -7.269859e+00 -7.761072e+00 -7.269859e+00
-5.023235e-01 -7.243700e+00 -7.746023e+00 -7.243700e+00
-5.292951e-01 -7.221300e+00 -7.750595e+00 -7.221300e+00
-5.258628e-01 -7.232580e+00 -7.758443e+00 -7.232580e+00
-5.208186e-01 -7.233172e+00 -7.753990e+00 -7.233172e+00
-5.521438e-01 -7.202357e+00 -7.754501e+00 -7.202357e+00
-5.446706e-01 -7.209806e+00 -7.754476e+00 -7.209806e+00
-5.433335e-01 -7.213416e+00 -7.756750e+00 -7.213416e+00
-4.972136e-01 -7.242206e+00 -7.739420e+00 -7.242206e+00
-4.901715e-01 -7.245338e+00 -7.735509e+00 -7.245338e+00
-4.947829e-01 -7.241693e+00 -7.736476e+00 -7.241693e+00
-4.988328e-01 -7.246917e+00 -7.745750e+00 -7.246917e+00
-5.016965e-01 -7.253434e+00 -7.755131e+00 -7.253434e+00
-4.947692e-01 -7.254172e+00 -7.748941e+00 -7.254172e+00
-4.762779e-01 -7.272109e+00 -7.748387e+00 -7.272109e+00
-4.913459e-01 -7.255843e+00 -7.747189e+00 -7.255843e+00
-4.870604e-01 -7.242679e+00 -7.729739e+00 -7.242679e+00
-4.961964e-01 -7.225436e+00 -7.721633e+00 -7.225436e+00
-5.289557e-01 -7.209469e+00 -7.738424e+00 -7.209469e+00
-5.310756e-01 -7.209069e+00 -7.740144e+00 -7.209069e+00
-5.390437e-01 -7.218944e+00 -7.757988e+00 -7.218944e+00
-5.119228e-01 -7.241664e+00 -7.753587e+00 -7.241664e+00
-5.141671e-01 -7.245531e+00 -7.759698e+00 -7.245531e+00
-5.139484e-01 -7.245170e+00 -7.759118e+00 -7.245170e+00
-5.235680e-01 -7.239488e+00 -7.763056e+00 -7.239488e+00
-5.134567e-01 -7.241547e+00 -7.755004e+00 -7.241547e+00
-5.032213e-01 -7.246920e+00 -7.750141e+00 -7.246920e+00
-5.188238e-01 -7.248398e+00 -7.767222e+00 -7.248398e+00
-5.126447e-01 -7.239644e+00 -7.752289e+00 -7.239644e+00
-4.735201e-01 -7.271007e+00 -7.744527e+00 -7.271007e+00
-4.662024e-01 -7.281935e+00 -7.748137e+00 -7.281935e+00
-4.810918e-01 -7.272264e+00 -7.753355e+00 -7.272264e+00
-4.974726e-01 -7.247008e+00 -7.744480e+00 -7.247008e+00
-5.112250e-01 -7.240486e+00 -7.751711e+00 -7.240486e+00
-5.092981e-01 -7.247105e+00 -7.756403e+00 -7.247105e+00
-5.107301e-01 -7.240299e+00 -7.751029e+00 -7.240299e+00
-5.133899e-01 -7.237968e+00 -7.751358e+00 -7.237968e+00
-4.945795e-01 -7.242797e+00 -7.737376e+00 -7.242797e+00
-5.030119e-01 -7.249244e+00 -7.752256e+00 -7.249244e+00
-5.084400e-01 -7.247385e+00 -7.755825e+00 -7.247385e+00
-5.119409e-01 -7.239517e+00 -7.751458e+00 -7.239517e+00
-4.810089e-01 -7.273851e+00 -7.754860e+00 -7.273851e+00
-4.802008e-01 -7.260776e+00 -7.740977e+00 -7.260776e+00
-4.825627e-01 -7.265066e+00 -7.747629e+00 -7.265066e+00
-4.751349e-01 -7.268487e+00 -7.743622e+00 -7.268487e+00
-4.857831e-01 -7.262389e+00 -7.748172e+00 -7.262389e+00
-4.852833e-01 -7.258980e+00 -7.744264e+00 -7.258980e+00
-4.773386e-01 -7.263370e+00 -7.740708e+00 -7.263370e+00
-4.806939e-01 -7.263878e+00 -7.744572e+00 -7.263878e+00
-5.109945e-01 -7.244194e+00 -7.755189e+00 -7.244194e+00
-5.065497e-01 -7.242295e+00 -7.748845e+00 -7.242295e+00
-5.023012e-01 -7.243146e+00 -7.745447e+00 -7.243146e+00
-5.179958e-01 -7.223716e+00 -7.741712e+00 -7.223716e+00
-5.172214e-01 -7.216863e+00 -7.734085e+00 -7.216863e+00
-5.178321e-01 -7.216383e+00 -7.734215e+00 -7.216383e+00
-5.156650e-01 -7.237015e+00 -7.752680e+00 -7.237015e+00
-5.213682e-01 -7.242500e+00 -7.763868e+00 -7.242500e+00
-5.210100e-01 -7.230585e+00 -7.751595e+00 -7.230585e+00
-5.041904e-01 -7.237906e+00 -7.742097e+00 -7.237906e+00
-5.186839e-01 -7.228496e+00 -7.747180e+00 -7.228496e+00
-4.717122e-01 -7.278694e+00 -7.750406e+00 -7.278694e+00
-4.700948e-01 -7.277908e+00 -7.748003e+00 -7.277908e+00
-4.815150e-01 -7.267083e+00 -7.748598e+00 -7.267083e+00
-4.859996e-01 -7.273665e+00 -7.759664e+00 -7.273665e+00
-4.712063e-01 -7.284008e+00 -7.755215e+00 -7.284008e+00
-4.618343e-01 -7.276427e+00 -7.738261e+00 -7.276427e+00
-4.507642e-01 -7.282494e+00 -7.733258e+00 -7.282494e+00
-4.475756e-01 -7.290489e+00 -7.738065e+00 -7.290489e+00
-4.727142e-01 -7.281910e+00 -7.754624e+00 -7.281910e+00
-4.736090e-01 -7.281925e+00 -7.755534e+00 -7.281925e+00
-4.839628e-01 -7.273332e+00 -7.757295e+00 -7.273332e+00
-4.922139e-01 -7.272776e+00 -7.764989e+00 -7.272776e+00
-5.002286e-01 -7.259019e+00 -7.759248e+00 -7.259019e+00
-4.964842e-01 -7.256085e+00 -7.752569e+00 -7.256085e+00
-4.847337e-01 -7.255849e+00 -7.740583e+00 -7.255849e+00
-5.051444e-01 -7.253310e+00 -7.758454e+00 -7.253310e+00
-4.920490e-01 -7.253596e+00 -7.745645e+00 -7.253596e+00
-4.861532e-01 -7.263006e+00 -7.749159e+00 -7.263006e+00
-4.824497e-01 -7.263091e+00 -7.745541e+00 -7.263091e+00
-4.832618e-01 -7.252901e+00 -7.736163e+00 -7.252901e+00
-4.866192e-01 -7.252334e+00 -7.738953e+00 -7.252334e+00
-5.112275e-01 -7.237545e+00 -7.748773e+00 -7.237545e+00
-5.026021e-01 -7.241404e+00 -7.744007e+00 -7.241404e+00
-5.131674e-01 -7.235053e+00 -7.748221e+00 -7.235053e+00
-5.012127e-01 -7.250517e+00 -7.751730e+00 -7.250517e+00
-5.152147e-01 -7.240213e+00 -7.755428e+00 -7.240213e+00
-5.137206e-01 -7.246442e+00 -7.760163e+00 -7.246442e+00
-4.836351e-01 -7.252231e+00 -7.735866e+00 -7.252231e+00
-4.821161e-01 -7.258793e+00 -7.740909e+00 -7.258793e+00
-5.061407e-01 -7.245000e+00 -7.751140e+00 -7.245000e+00
-4.952128e-01 -7.253127e+00 -7.748340e+00 -7.253127e+00
-4.823473e-01 -7.266331e+00 -7.748679e+00 -7.266331e+00
-4.726825e-01 -7.270160e+00 -7.742842e+00 -7.270160e+00
-4.813742e-01 -7.262396e+00 -7.743771e+00 -7.262396e+00
-4.858104e-01 -7.270359e+00 -7.756169e+00 -7.270359e+00
-4.833705e-01 -7.270075e+00 -7.753446e+00 -7.270075e+00
-4.957781e-01 -7.246796e+00 -7.742574e+00 -7.246796e+00
-5.193780e-01 -7.237708e+00 -7.757086e+00 -7.237708e+00
-5.018068e-01 -7.250065e+00 -7.751871e+00 -7.250065e+00
-4.971677e-01 -7.254646e+00 -7.751814e+00 -7.254646e+00
-5.143613e-01 -7.235978e+00 -7.750339e+00 -7.235978e+00
-4.897145e-01 -7.254077e+00 -7.743792e+00 -7.254077e+00
-4.945818e-01 -7.242678e+00 -7.737260e+00 -7.242678e+00
-4.903135e-01 -7.248979e+00 -7.739292e+00 -7.248979e+00
-4.731628e-01 -7.268369e+00 -7.741532e+00 -7.268369e+00
-4.666476e-01 -7.281599e+00 -7.748246e+00 -7.281599e+00
-4.673460e-01 -7.284073e+00 -7.751419e+00 -7.284073e+00
-4.738360e-01 -7.286036e+00 -7.759872e+00 -7.286036e+00
-4.702423e-01 -7.280194e+00 -7.750436e+00 -7.280194e+00
-4.635141e-01 -7.274215e+00 -7.737729e+00 -7.274215e+00
-4.861113e-01 -7.260511e+00 -7.746623e+00 -7.260511e+00
-4.889708e-01 -7.270776e+00 -7.759747e+00 -7.270776e+00
-4.905137e-01 -7.273730e+00 -7.764244e+00 -7.273730e+00
-4.981327e-01 -7.268874e+00 -7.767007e+00 -7.268874e+00
-4.960728e-01 -7.258771e+00 -7.754843e+00 -7.258771e+00
-4.812990e-01 -7.267890e+00 -7.749189e+00 -7.267890e+00
-4.907188e-01 -7.256528e+00 -7.747247e+00 -7.256528e+00
-4.920875e-01 -7.251093e+00 -7.743181e+00 -7.251093e+00
-5.039729e-01 -7.245775e+00 -7.749748e+00 -7.245775e+00
-5.157921e-01 -7.244329e+00 -7.760121e+00 -7.244329e+00
-5.127233e-01 -7.238174e+00 -7.750898e+00 -7.238174e+00
-5.176954e-01 -7.234067e+00 -7.751762e+00 -7.234067e+00
-5.066105e-01 -7.239770e+00 -7.746381e+00 -7.239770e+00
-5.031575e-01 -7.237079e+00 -7.740237e+00 -7.237079e+00
-4.968817e-01 -7.253953e+00 -7.750835e+00 -7.253953e+00
-4.918729e-01 -7.259810e+00 -7.751683e+00 -7.259810e+00
-4.952410e-01 -7.250585e+00 -7.745826e+00 -7.250585e+00
-4.769226e-01 -7.254442e+00 -7.731364e+00 -7.254442e+00
-4.822544e-01 -7.261821e+00 -7.744075e+00 -7.261821e+00
-4.732155e-01 -7.267473e+00 -7.740688e+00 -7.267473e+00
-5.014092e-01 -7.252498e+00 -7.753907e+00 -7.252498e+00
-4.784501e-01 -7.274400e+00 -7.752850e+00 -7.274400e+00
-4.880260e-01 -7.258926e+00 -7.746952e+00 -7.258926e+00
-4.792525e-01 -7.276670e+00 -7.755922e+00 -7.276670e+00
-4.600489e-01 -7.289576e+00 -7.749624e+00 -7.289576e+00
-4.768659e-01 -7.267026e+00 -7.743892e+00 -7.267026e+00
-5.066420e-01 -7.248056e+00 -7.754698e+00 -7.248056e+00
-5.068073e-01 -7.250330e+00 -7.757137e+00 -7.250330e+00
-4.947321e-01 -7.257122e+00 -7.751855e+00 -7.257122e+00
-5.022215e-01 -7.249656e+00 -7.751877e+00 -7.249656e+00
-5.152696e-01 -7.241130e+00 -7.756399e+00 -7.241130e+00
-5.293169e-01 -7.228242e+00 -7.757559e+00 -7.228242e+00
-5.144405e-01 -7.242291e+00 -7.756732e+00 -7.242291e+00
-5.030852e-01 -7.251495e+00 -7.754580e+00 -7.251495e+00
-4.914260e-01 -7.245358e+00 -7.736784e+00 -7.245358e+00
-4.856214e-01 -7.258111e+00 -7.743733e+00 -7.258111e+00
-4.944298e-01 -7.254058e+00 -7.748488e+00 -7.254058e+00
-4.834981e-01 -7.263720e+00 -7.747218e+00 -7.263720e+00
-4.841380e-01 -7.273367e+00 -7.757505e+00 -7.273367e+00
-4.799756e-01 -7.276401e+00 -7.756376e+00 -7.276401e+00
-4.804839e-01 -7.261548e+00 -7.742032e+00 -7.261548e+00
-4.991278e-01 -7.246110e+00 -7.745238e+00 -7.246110e+00
-4.998683e-01 -7.253829e+00 -7.753698e+00 -7.253829e+00
-5.073222e-01 -7.244896e+00 -7.752218e+00 -7.244896e+00
-4.968859e-01 -7.259547e+00 -7.756433e+00 -7.259547e+00
-5.053802e-01 -7.250557e+00 -7.755937e+00 -7.250557e+00
-5.068407e-01 -7.244990e+00 -7.751830e+00 -7.244990e+00
-5.141904e-01 -7.237571e+00 -7.751762e+00 -7.237571e+00
-4.957826e-01 -7.249155e+00 -7.744937e+00 -7.249155e+00
-4.985454e-01 -7.243909e+00 -7.742454e+00 -7.243909e+00
-4.803852e-01 -7.267048e+00 -7.747433e+00 -7.267048e+00
-4.714051e-01 -7.266335e+00 -7.737740e+00 -7.266335e+00
-4.668518e-01 -7.265399e+00 -7.732251e+00 -7.265399e+00
-4.940705e-01 -7.249639e+00 -7.743710e+00 -7.249639e+00
-4.954763e-01 -7.236694e+00 -7.732170e+00 -7.236694e+00
-5.090012e-01 -7.230914e+00 -7.739916e+00 -7.230914e+00
-5.073811e-01 -7.246526e+00 -7.753907e+00 -7.246526e+00
-5.040842e-01 -7.247674e+00 -7.751759e+00 -7.247674e+00
-5.084498e-01 -7.254153e+00 -7.762603e+00 -7.254153e+00
-4.894613e-01 -7.259208e+00 -7.748669e+00 -7.259208e+00
-4.914164e-01 -7.257124e+00 -7.748541e+00 -7.257124e+00
-5.027487e-01 -7.251930e+00 -7.754679e+00 -7.251930e+00
-4.999783e-01 -7.243034e+00 -7.743012e+00 -7.243034e+00
-4.955718e-01 -7.253007e+00 -7.748579e+00 -7.253007e+00
-5.038478e-01 -7.257071e+00 -7.760919e+00 -7.257071e+00
-4.894636e-01 -7.251244e+00 -7.740707e+00 -7.251244e+00
-4.834379e-01 -7.251545e+00 -7.734983e+00 -7.251545e+00
-4.963001e-01 -7.249501e+00 -7.745801e+00 -7.249501e+00
-4.997167e-01 -7.247659e+00 -7.747376e+00 -7.247659e+00
-4.876309e-01 -7.259969e+00 -7.747600e+00 -7.259969e+00
-4.838247e-01 -7.273489e+00 -7.757314e+00 -7.273489e+00
-4.858144e-01 -7.269694e+00 -7.755508e+00 -7.269694e+00
-4.858880e-01 -7.264459e+00 -7.750347e+00 -7.264459e+00
-4.991678e-01 -7.246419e+00 -7.745587e+00 -7.246419e+00
-5.123217e-01 -7.241322e+00 -7.753644e+00 -7.241322e+00
-4.956969e-01 -7.257170e+00 -7.752866e+00 -7.257170e+00
-5.093214e-01 -7.244513e+00 -7.753834e+00 -7.244513e+00
-5.131182e-01 -7.245744e+00 -7.758863e+00 -7.245744e+00
-5.090179e-01 -7.238195e+00 -7.747213e+00 -7.238195e+00
-4.865836e-01 -7.268321e+00 -7.754904e+00 -7.268321e+00
-4.960268e-01 -7.254453e+00 -7.750480e+00 -7.254453e+00
-5.017974e-01 -7.251824e+00 -7.753621e+00 -7.251824e+00
-5.263914e-01 -7.240923e+00 -7.767315e+00 -7.240923e+00
-5.257810e-01 -7.240649e+00 -7.766429e+00 -7.240649e+00
-5.111466e-01 -7.241440e+00 -7.752586e+00 -7.241440e+00
-5.180504e-01 -7.229530e+00 -7.747580e+00 -7.229530e+00
-4.886342e-01 -7.257538e+00 -7.746172e+00 -7.257538e+00
-4.948801e-01 -7.257956e+00 -7.752836e+00 -7.257956e+00
-5.206299e-01 -7.228167e+00 -7.748797e+00 -7.228167e+00
-5.095901e-01 -7.242180e+00 -7.751770e+00 -7.242180e+00
-4.988930e-01 -7.246620e+00 -7.745513e+00 -7.246620e+00
-4.875877e-01 -7.256486e+00 -7.744074e+00 -7.256486e+00
-4.961653e-01 -7.255420e+00 -7.751585e+00 -7.255420e+00
-5.083462e-01 -7.249521e+00 -7.757868e+00 -7.249521e+00
-5.108148e-01 -7.247257e+00 -7.758071e+00 -7.247257e+00
-5.214758e-01 -7.247313e+00 -7.768789e+00 -7.247313e+00
-5.201419e-01 -7.248903e+00 -7.769045e+00 -7.248903e+00
-5.127827e-01 -7.229685e+00 -7.742468e+00 -7.229685e+00
-5.223024e-01 -7.238675e+00 -7.760977e+00 -7.238675e+00
-4.851574e-01 -7.267185e+00 -7.752342e+00 -7.267185e+00
-4.810350e-01 -7.256499e+00 -7.737534e+00 -7.256499e+00
-4.866101e-01 -7.261342e+00 -7.747952e+00 -7.261342e+00
-4.931315e-01 -7.250212e+00 -7.743343e+00 -7.250212e+00
-5.111723e-01 -7.241967e+00 -7.753139e+00 -7.241967e+00
-5.154531e-01 -7.235382e+00 -7.750835e+00 -7.235382e+00
-4.813641e-01 -7.264204e+00 -7.745568e+00 -7.264204e+00
-4.987253e-01 -7.262803e+00 -7.761529e+00 -7.262803e+00
-5.026768e-01 -7.252636e+00 -7.755312e+00 -7.252636e+00
-4.936471e-01 -7.256985e+00 -7.750632e+00 -7.256985e+00
-5.019182e-01 -7.251967e+00 -7.753885e+00 -7.251967e+00
-4.889688e-01 -7.258822e+00 -7.747790e+00 -7.258822e+00
-4.817786e-01 -7.266212e+00 -7.747991e+00 -7.266212e+00
-4.871746e-01 -7.265834e+00 -7.753009e+00 -7.265834e+00
-4.737938e-01 -7.270066e+00 -7.743860e+00 -7.270066e+00
-4.456164e-01 -7.286740e+00 -7.732356e+00 -7.286740e+00
-4.490951e-01 -7.277554e+00 -7.726649e+00 -7.277554e+00
-4.658498e-01 -7.269640e+00 -7.735490e+00 -7.269640e+00
-4.706041e-01 -7.268861e+00 -7.739465e+00 -7.268861e+00
-4.996724e-01 -7.249180e+00 -7.748853e+00 -7.249180e+00
-5.163587e-01 -7.239059e+00 -7.755417e+00 -7.239059e+00
-5.038898e-01 -7.251914e+00 -7.755804e+00 -7.251914e+00
-4.954251e-01 -7.260949e+00 -7.756374e+00 -7.260949e+00
-5.164698e-01 -7.235687e+00 -7.752156e+00 -7.235687e+00
-5.319416e-01 -7.222912e+00 -7.754854e+00 -7.222912e+00
-5.121610e-01 -7.247669e+00 -7.759830e+00 -7.247669e+00
-4.829899e-01 -7.263316e+00 -7.746306e+00 -7.263316e+00
-4.683203e-01 -7.270635e+00 -7.738955e+00 -7.270635e+00
-4.906557e-01 -7.262561e+00 -7.753217e+00 -7.262561e+00
-4.856803e-01 -7.262136e+00 -7.747817e+00 -7.262136e+00
-5.024334e-01 -7.245450e+00 -7.747883e+00 -7.245450e+00
-4.886522e-01 -7.264992e+00 -7.753645e+00 -7.264992e+00
-4.843671e-01 -7.271805e+00 -7.756172e+00 -7.271805e+00
-5.029673e-01 -7.252730e+00 -7.755697e+00 -7.252730e+00
-5.106625e-01 -7.249850e+00 -7.760513e+00 -7.249850e+00
-5.049330e-01 -7.266766e+00 -7.771699e+00 -7.266766e+00
-5.143170e-01 -7.243633e+00 -7.757950e+00 -7.243633e+00
-5.219018e-01 -7.236776e+00 -7.758678e+00 -7.236776e+00
-5.139786e-01 -7.241618e+00 -7.755596e+00 -7.241618e+00
-5.063410e-01 -7.244694e+00 -7.751035e+00 -7.244694e+00
-4.906657e-01 -7.252729e+00 -7.743395e+00 -7.252729e+00
-4.909356e-01 -7.253783e+00 -7.744718e+00 -7.253783e+00
-4.957795e-01 -7.253948e+00 -7.749727e+00 -7.253948e+00
-4.912264e-01 -7.264453e+00 -7.755680e+00 -7.264453e+00
-5.101954e-01 -7.248499e+00 -7.758695e+00 -7.248499e+00
-5.174793e-01 -7.231481e+00 -7.748960e+00 -7.231481e+00
-5.096857e-01 -7.248159e+00 -7.757845e+00 -7.248159e+00
-5.051878e-01 -7.248465e+00 -7.753652e+00 -7.248465e+00
-4.974001e-01 -7.251761e+00 -7.749161e+00 -7.251761e+00
-5.037808e-01 -7.253141e+00 -7.756922e+00 -7.253141e+00
-5.071014e-01 -7.253820e+00 -7.760921e+00 -7.253820e+00
-4.971267e-01 -7.260658e+00 -7.757785e+00 -7.260658e+00
-4.826926e-01 -7.271537e+00 -7.754230e+00 -7.271537e+00
-4.993537e-01 -7.252142e+00 -7.751496e+00 -7.252142e+00
-5.046743e-01 -7.243752e+00 -7.748427e+00 -7.243752e+00
-4.792625e-01 -7.265087e+00 -7.744350e+00 -7.265087e+00
-4.714673e-01 -7.270257e+00 -7.741725e+00 -7.270257e+00
-4.754291e-01 -7.256922e+00 -7.732351e+00 -7.256922e+00
-4.904324e-01 -7.251060e+00 -7.741492e+00 -7.251060e+00
-5.013524e-01 -7.248915e+00 -7.750268e+00 -7.248915e+00
-4.934773e-01 -7.255538e+00 -7.749015e+00 -7.255538e+00
-5.236431e-01 -7.232956e+00 -7.756599e+00 -7.232956e+00
-5.375237e-01 -7.219628e+00 -7.757152e+00 -7.219628e+00
-5.278093e-01 -7.222522e+00 -7.750332e+00 -7.222522e+00
-5.183296e-01 -7.231022e+00 -7.749351e+00 -7.231022e+00
-5.225867e-01 -7.223460e+00 -7.746047e+00 -7.223460e+00
-5.152095e-01 -7.243755e+00 -7.758964e+00 -7.243755e+00
-4.864065e-01 -7.267569e+00 -7.753976e+00 -7.267569e+00
-4.814080e-01 -7.258464e+00 -7.739872e+00 -7.258464e+00
-4.908917e-01 -7.249709e+00 -7.740601e+00 -7.249709e+00
-4.809036e-01 -7.256715e+00 -7.737618e+00 -7.256715e+00
-4.979035e-01 -7.255550e+00 -7.753454e+00 -7.255550e+00
-4.864653e-01 -7.256573e+00 -7.743039e+00 -7.256573e+00
-4.876688e-01 -7.261218e+00 -7.748886e+00 -7.261218e+00
-5.025920e-01 -7.248597e+00 -7.751189e+00 -7.248597e+00
-4.915387e-01 -7.257318e+00 -7.748857e+00 -7.257318e+00
-4.874094e-01 -7.243039e+00 -7.730449e+00 -7.243039e+00
-5.040117e-01 -7.231757e+00 -7.735768e+00 -7.231757e+00
-5.436121e-01 -7.214124e+00 -7.757736e+00 -7.214124e+00
-5.158006e-01 -7.230884e+00 -7.746685e+00 -7.230884e+00
-5.152313e-01 -7.250818e+00 -7.766049e+00 -7.250818e+00
-5.182682e-01 -7.251136e+00 -7.769404e+00 -7.251136e+00
-5.178237e-01 -7.242212e+00 -7.760036e+00 -7.242212e+00
-5.060926e-01 -7.245607e+00 -7.751699e+00 -7.245607e+00
-4.805665e-01 -7.276062e+00 -7.756629e+00 -7.276062e+00
-5.053628e-01 -7.249591e+00 -7.754953e+00 -7.249591e+00
-4.721781e-01 -7.273291e+00 -7.745469e+00 -7.273291e+00
-4.551156e-01 -7.288094e+00 -7.743210e+00 -7.288094e+00
-4.714730e-01 -7.271136e+00 -7.742609e+00 -7.271136e+00
-4.858012e-01 -7.260973e+00 -7.746774e+00 -7.260973e+00
-4.856817e-01 -7.259611e+00 -7.745293e+00 -7.259611e+00
-4.674887e-01 -7.266978e+00 -7.734467e+00 -7.266978e+00
-4.696273e-01 -7.264600e+00 -7.734227e+00 -7.264600e+00
-5.002179e-01 -7.234519e+00 -7.734737e+00 -7.234519e+00
-4.626398e-01 -7.269264e+00 -7.731903e+00 -7.269264e+00
-4.622270e-01 -7.263678e+00 -7.725905e+00 -7.263678e+00
-4.852098e-01 -7.262143e+00 -7.747353e+00 -7.262143e+00
-4.899277e-01 -7.260973e+00 -7.750900e+00 -7.260973e+00
-5.032214e-01 -7.246375e+00 -7.749596e+00 -7.246375e+00
-4.895583e-01 -7.255278e+00 -7.744837e+00 -7.255278e+00
-4.874537e-01 -7.258529e+00 -7.745982e+00 -7.258529e+00
-4.982643e-01 -7.257748e+00 -7.756012e+00 -7.257748e+00
-5.148003e-01 -7.234940e+00 -7.749740e+00 -7.234940e+00
-5.147121e-01 -7.233869e+00 -7.748581e+00 -7.233869e+00
-4.990668e-01 -7.249946e+00 -7.749012e+00 -7.249946e+00
-5.190156e-01 -7.232650e+00 -7.751665e+00 -7.232650e+00
-5.244606e-01 -7.231321e+00 -7.755782e+00 -7.231321e+00
-5.415008e-01 -7.221424e+00 -7.762924e+00 -7.221424e+00
-5.139185e-01 -7.229799e+00 -7.743718e+00 -7.229799e+00
-5.212480e-01 -7.232910e+00 -7.754158e+00 -7.232910e+00
-5.167438e-01 -7.233107e+00 -7.749851e+00 -7.233107e+00
-5.044122e-01 -7.247027e+00 -7.751440e+00 -7.247027e+00
-5.180220e-01 -7.246544e+00 -7.764566e+00 -7.246544e+00
-5.178469e-01 -7.232164e+00 -7.750011e+00 -7.232164e+00
-4.845968e-01 -7.258529e+00 -7.743125e+00 -7.258529e+00
-4.838506e-01 -7.263395e+00 -7.747245e+00 -7.263395e+00
-4.886295e-01 -7.260658e+00 -7.749287e+00 -7.260658e+00
-4.883062e-01 -7.258690e+00 -7.746996e+00 -7.258690e+00
-4.961155e-01 -7.261168e+00 -7.757283e+00 -7.261168e+00
-4.945185e-01 -7.253949e+00 -7.748467e+00 -7.253949e+00
-4.927276e-01 -7.257926e+00 -7.750654e+00 -7.257926e+00
-4.936191e-01 -7.253832e+00 -7.747451e+00 -7.253832e+00
-5.104348e-01 -7.246631e+00 -7.757066e+00 -7.246631e+00
-5.131992e-01 -7.241108e+00 -7.754307e+00 -7.241108e+00
-5.058478e-01 -7.240681e+00 -7.746528e+00 -7.240681e+00
-4.936103e-01 -7.250208e+00 -7.743818e+00 -7.250208e+00
-4.709304e-01 -7.261959e+00 -7.732889e+00 -7.261959e+00
-4.706385e-01 -7.264153e+00 -7.734791e+00 -7.264153e+00
-4.853160e-01 -7.251523e+00 -7.736839e+00 -7.251523e+00
-4.860377e-01 -7.258593e+00 -7.744631e+00 -7.258593e+00
-4.887236e-01 -7.244276e+00 -7.732999e+00 -7.244276e+00
-4.955159e-01 -7.236825e+00 -7.732341e+00 -7.236825e+00
-4.851736e-01 -7.263685e+00 -7.748859e+00 -7.263685e+00
-4.812666e-01 -7.266351e+00 -7.747617e+00 -7.266351e+00
-4.775515e-01 -7.257276e+00 -7.734828e+00 -7.257276e+00
-5.123114e-01 -7.245260e+00 -7.757571e+00 -7.245260e+00
-5.130772e-01 -7.235812e+00 -7.748890e+00 -7.235812e+00
-4.981538e-01 -7.249982e+00 -7.748136e+00 -7.249982e+00
-4.926009e-01 -7.255713e+00 -7.748314e+00 -7.255713e+00
-4.868084e-01 -7.258507e+00 -7.745315e+00 -7.258507e+00
-5.089122e-01 -7.241909e+00 -7.750821e+00 -7.241909e+00
-5.176416e-01 -7.229435e+00 -7.747076e+00 -7.229435e+00
-5.273112e-01 -7.226226e+00 -7.753537e+00 -7.226226e+00
-5.402496e-01 -7.228699e+00 -7.768949e+00 -7.228699e+00
-5.411569e-01 -7.229099e+00 -7.770256e+00 -7.229099e+00
-5.220466e-01 -7.234207e+00 -7.756254e+00 -7.234207e+00
-5.144604e-01 -7.244787e+00 -7.759247e+00 -7.244787e+00
-5.036658e-01 -7.246614e+00 -7.750280e+00 -7.246614e+00
-4.697174e-01 -7.269438e+00 -7.739155e+00 -7.269438e+00
-4.856556e-01 -7.258363e+00 -7.744018e+00 -7.258363e+00
-5.115796e-01 -7.244198e+00 -7.755778e+00 -7.244198e+00
-5.138440e-01 -7.242089e+00 -7.755933e+00 -7.242089e+00
-4.825079e-01 -7.261590e+00 -7.744098e+00 -7.261590e+00
-4.891587e-01 -7.261765e+00 -7.750924e+00 -7.261765e+00
-5.023368e-01 -7.245118e+00 -7.747455e+00 -7.245118e+00
-5.155680e-01 -7.240210e+00 -7.755778e+00 -7.240210e+00
-5.302307e-01 -7.233724e+00 -7.763955e+00 -7.233724e+00
-5.078601e-01 -7.236954e+00 -7.744814e+00 -7.236954e+00
-4.963345e-01 -7.241288e+00 -7.737623e+00 -7.241288e+00
-4.931603e-01 -7.242197e+00 -7.735358e+00 -7.242197e+00
-4.965190e-01 -7.254686e+00 -7.751205e+00 -7.254686e+00
-4.866161e-01 -7.255173e+00 -7.741789e+00 -7.255173e+00
-4.851481e-01 -7.241182e+00 -7.726330e+00 -7.241182e+00
-4.944595e-01 -7.241677e+00 -7.736137e+00 -7.241677e+00
-5.004172e-01 -7.238032e+00 -7.738450e+00 -7.238032e+00
-5.039576e-01 -7.243604e+00 -7.747562e+00 -7.243604e+00
