# <K/N> <U/N> <E/N> <U/N>
-5.035102e-01 -7.243586e+00 -7.747096e+00 -7.243586e+00
-4.669286e-01 -7.264602e+00 -7.731531e+00 -7.264602e+00
-4.908724e-01 -7.251462e+00 -7.742335e+00 -7.251462e+00
-4.994578e-01 -7.249511e+00 -7.748969e+00 -7.249511e+00
-5.109817e-01 -7.253340e+00 -7.764322e+00 -7.253340e+00
-5.160524e-01 -7.231108e+00 -7.747160e+00 -7.231108e+00
-5.138226e-01 -7.241997e+00 -7.755819e+00 -7.241997e+00
-5.103603e-01 -7.240160e+00 -7.750520e+00 -7.240160e+00
-5.201942e-01 -7.226455e+00 -7.746650e+00 -7.226455e+00
-5.152323e-01 -7.236578e+00 -7.751811e+00 -7.236578e+00
-5.078727e-01 -7.243222e+00 -7.751094e+00 -7.243222e+00
-4.928050e-01 -7.257513e+00 -7.750318e+00 -7.257513e+00
-4.827556e-01 -7.267258e+00 -7.750013e+00 -7.267258e+00
-5.045925e-01 -7.256338e+00 -7.760931e+00 -7.256338e+00
-4.962265e-01 -7.266622e+00 -7.762848e+00 -7.266622e+00
-4.837146e-01 -7.261697e+00 -7.745412e+00 -7.261697e+00
-4.979982e-01 -7.255090e+00 -7.753088e+00 -7.255090e+00
-5.067154e-01 -7.252801e+00 -7.759516e+00 -7.252801e+00
-4.808864e-01 -7.277011e+00 -7.757897e+00 -7.277011e+00
-4.630443e-01 -7.287778e+00 -7.750822e+00 -7.287778e+00
-4.661316e-01 -7.294215e+00 -7.760347e+00 -7.294215e+00
-4.876579e-01 -7.268384e+00 -7.756041e+00 -7.268384e+00
-4.945722e-01 -7.260358e+00 -7.754930e+00 -7.260358e+00
-4.979526e-01 -7.262996e+00 -7.760949e+00 -7.262996e+00
-4.981475e-01 -7.263626e+00 -7.761773e+00 -7.263626e+00
-4.926935e-01 -7.263578e+00 -7.756271e+00 -7.263578e+00
-4.924018e-01 -7.262926e+00 -7.755327e+00 -7.262926e+00
-4.807090e-01 -7.265881e+00 -7.746590e+00 -7.265881e+00
-4.785326e-01 -7.260921e+00 -7.739454e+00 -7.260921e+00
-4.742031e-01 -7.269318e+00 -7.743521e+00 -7.269318e+00
-4.712203e-01 -7.266064e+00 -7.737285e+00 -7.266064e+00
-5.009554e-01 -7.243661e+00 -7.744616e+00 -7.243661e+00
-4.868991e-01 -7.256684e+00 -7.743583e+00 -7.256684e+00
-5.073974e-01 -7.254236e+00 -7.761634e+00 -7.254236e+00
-5.003571e-01 -7.253296e+00 -7.753653e+00 -7.253296e+00
-4.949757e-01 -7.256190e+00 -7.751166e+00 -7.256190e+00
-5.185432e-01 -7.237577e+00 -7.756120e+00 -7.237577e+00
-4.993270e-01 -7.253097e+00 -7.752424e+00 -7.253097e+00
-5.216724e-01 -7.240725e+00 -7.762397e+00 -7.240725e+00
-5.215884e-01 -7.246005e+00 -7.767593e+00 -7.246005e+00
-5.198421e-01 -7.236741e+00 -7.756583e+00 -7.236741e+00
-5.081609e-01 -7.242471e+00 -7.750632e+00 -7.242471e+00
-5.121940e-01 -7.241172e+00 -7.753366e+00 -7.241172e+00
-5.234853e-01 -7.235106e+00 -7.758592e+00 -7.235106e+00
-5.032798e-01 -7.253833e+00 -7.757113e+00 -7.253833e+00
-4.970066e-01 -7.254833e+00 -7.751840e+00 -7.254833e+00
-5.232885e-01 -7.234644e+00 -7.757933e+00 -7.234644e+00
-5.332561e-01 -7.219015e+00 -7.752271e+00 -7.219015e+00
-5.320755e-01 -7.224240e+00 -7.756316e+00 -7.224240e+00
-5.049181e-01 -7.244486e+00 -7.749404e+00 -7.244486e+00
-4.965368e-01 -7.254804e+00 -7.751340e+00 -7.254804e+00
-4.994171e-01 -7.238644e+00 -7.738061e+00 -7.238644e+00
-5.066091e-01 -7.238092e+00 -7.744701e+00 -7.238092e+00
-5.017501e-01 -7.250642e+00 -7.752392e+00 -7.250642e+00
-5.084772e-01 -7.247917e+00 -7.756394e+00 -7.247917e+00
-4.924300e-01 -7.262171e+00 -7.754601e+00 -7.262171e+00
-4.529039e-01 -7.276926e+00 -7.729830e+00 -7.276926e+00
-4.504455e-01 -7.281195e+00 -7.731640e+00 -7.281195e+00
-4.625081e-01 -7.274040e+00 -7.736548e+00 -7.274040e+00
-4.755506e-01 -7.274395e+00 -7.749945e+00 -7.274395e+00
-4.759006e-01 -7.264372e+00 -7.740273e+00 -7.264372e+00
-5.058570e-01 -7.252786e+00 -7.758643e+00 -7.252786e+00
-4.967160e-01 -7.256502e+00 -7.753218e+00 -7.256502e+00
-4.924885e-01 -7.248437e+00 -7.740926e+00 -7.248437e+00
-5.018653e-01 -7.247762e+00 -7.749628e+00 -7.247762e+00
-5.049726e-01 -7.254561e+00 -7.759533e+00 -7.254561e+00
-4.845425e-01 -7.261969e+00 -7.746512e+00 -7.261969e+00
-4.801323e-01 -7.263333e+00 -7.743465e+00 -7.263333e+00
-4.888223e-01 -7.267167e+00 -7.755989e+00 -7.267167e+00
-4.901850e-01 -7.266385e+00 -7.756570e+00 -7.266385e+00
-4.813389e-01 -7.256206e+00 -7.737545e+00 -7.256206e+00
-4.716704e-01 -7.267077e+00 -7.738748e+00 -7.267077e+00
-4.820582e-01 -7.263855e+00 -7.745913e+00 -7.263855e+00
-4.947014e-01 -7.251899e+00 -7.746600e+00 -7.251899e+00
-5.146255e-01 -7.236933e+00 -7.751559e+00 -7.236933e+00
-5.106027e-01 -7.249159e+00 -7.759762e+00 -7.249159e+00
-5.263781e-01 -7.241456e+00 -7.767835e+00 -7.241456e+00
-4.910602e-01 -7.256650e+00 -7.747710e+00 -7.256650e+00
-4.976231e-01 -7.248812e+00 -7.746435e+00 -7.248812e+00
-5.099457e-01 -7.248474e+00 -7.758419e+00 -7.248474e+00
-5.119197e-01 -7.238802e+00 -7.750722e+00 -7.238802e+00
-5.076890e-01 -7.242921e+00 -7.750610e+00 -7.242921e+00
-4.838002e-01 -7.262602e+00 -7.746402e+00 -7.262602e+00
-4.901502e-01 -7.258021e+00 -7.748171e+00 -7.258021e+00
-5.007561e-01 -7.243528e+00 -7.744284e+00 -7.243528e+00
-4.901034e-01 -7.260976e+00 -7.751079e+00 -7.260976e+00
-4.849646e-01 -7.273963e+00 -7.758927e+00 -7.273963e+00
-4.796722e-01 -7.271881e+00 -7.751553e+00 -7.271881e+00
-4.709127e-01 -7.276117e+00 -7.747030e+00 -7.276117e+00
-5.123665e-01 -7.236270e+00 -7.748637e+00 -7.236270e+00
-5.121447e-01 -7.247845e+00 -7.759989e+00 -7.247845e+00
-4.896825e-01 -7.267867e+00 -7.757550e+00 -7.267867e+00
-4.764992e-01 -7.265533e+00 -7.742032e+00 -7.265533e+00
-5.048625e-01 -7.241895e+00 -7.746757e+00 -7.241895e+00
-4.907412e-01 -7.261163e+00 -7.751904e+00 -7.261163e+00
-4.971492e-01 -7.250304e+00 -7.747453e+00 -7.250304e+00
-4.936659e-01 -7.251700e+00 -7.745366e+00 -7.251700e+00
-5.161504e-01 -7.232854e+00 -7.749005e+00 -7.232854e+00
-5.493251e-01 -7.210627e+00 -7.759952e+00 -7.210627e+00
-5.355738e-01 -7.218540e+00 -7.754114e+00 -7.218540e+00
-5.111398e-01 -7.231150e+00 -7.742290e+00 -7.231150e+00
-5.094964e-01 -7.233390e+00 -7.742887e+00 -7.233390e+00
-4.838935e-01 -7.258025e+00 -7.741919e+00 -7.258025e+00
-4.832218e-01 -7.262278e+00 -7.745500e+00 -7.262278e+00
-5.037676e-01 -7.249801e+00 -7.753568e+00 -7.249801e+00
-4.980037e-01 -7.250686e+00 -7.748690e+00 -7.250686e+00
-5.013479e-01 -7.254185e+00 -7.755533e+00 -7.254185e+00
-4.793254e-01 -7.269711e+00 -7.749036e+00 -7.269711e+00
-4.742492e-01 -7.268734e+00 -7.742983e+00 -7.268734e+00
-4.934964e-01 -7.252574e+00 -7.746071e+00 -7.252574e+00
-4.989782e-01 -7.251250e+00 -7.750228e+00 -7.251250e+00
-5.128414e-01 -7.230192e+00 -7.743034e+00 -7.230192e+00
-5.077105e-01 -7.244222e+00 -7.751932e+00 -7.244222e+00
-5.137544e-01 -7.239857e+00 -7.753611e+00 -7.239857e+00
-4.951916e-01 -7.248329e+00 -7.743521e+00 -7.248329e+00
-5.131691e-01 -7.239175e+00 -7.752344e+00 -7.239175e+00
-5.037790e-01 -7.238089e+00 -7.741868e+00 -7.238089e+00
-5.262364e-01 -7.221229e+00 -7.747465e+00 -7.221229e+00
-5.384024e-01 -7.229746e+00 -7.768149e+00 -7.229746e+00
-5.244396e-01 -7.238134e+00 -7.762573e+00 -7.238134e+00
-5.013607e-01 -7.257638e+00 -7.758999e+00 -7.257638e+00
-5.198085e-01 -7.243116e+00 -7.762924e+00 -7.243116e+00
-5.158269e-01 -7.246340e+00 -7.762167e+00 -7.246340e+00
-4.931906e-01 -7.253676e+00 -7.746866e+00 -7.253676e+00
-5.110922e-01 -7.235616e+00 -7.746708e+00 -7.235616e+00
-5.011367e-01 -7.248892e+00 -7.750029e+00 -7.248892e+00
-5.040047e-01 -7.246786e+00 -7.750791e+00 -7.246786e+00
-4.920954e-01 -7.243690e+00 -7.735785e+00 -7.243690e+00
-4.966338e-01 -7.247125e+00 -7.743759e+00 -7.247125e+00
-4.756073e-01 -7.260289e+00 -7.735896e+00 -7.260289e+00
-4.824021e-01 -7.256645e+00 -7.739047e+00 -7.256645e+00
-4.971832e-01 -7.254418e+00 -7.751602e+00 -7.254418e+00
-5.114884e-01 -7.231356e+00 -7.742844e+00 -7.231356e+00
-5.144725e-01 -7.230144e+00 -7.744616e+00 -7.230144e+00
-5.169832e-01 -7.235567e+00 -7.752550e+00 -7.235567e+00
-5.041910e-01 -7.245830e+00 -7.750021e+00 -7.245830e+00
-5.057891e-01 -7.244139e+00 -7.749929e+00 -7.244139e+00
-4.754306e-01 -7.272661e+00 -7.748092e+00 -7.272661e+00
-4.979060e-01 -7.263802e+00 -7.761708e+00 -7.263802e+00
-5.153336e-01 -7.247176e+00 -7.762510e+00 -7.247176e+00
-5.103163e-01 -7.242113e+00 -7.752430e+00 -7.242113e+00
-5.001185e-01 -7.247279e+00 -7.747397e+00 -7.247279e+00
-4.977039e-01 -7.254773e+00 -7.752477e+00 -7.254773e+00
-5.013854e-01 -7.248300e+00 -7.749685e+00 -7.248300e+00
-5.046507e-01 -7.251855e+00 -7.756505e+00 -7.251855e+00
-5.117383e-01 -7.249137e+00 -7.760875e+00 -7.249137e+00
-5.127671e-01 -7.228539e+00 -7.741306e+00 -7.228539e+00
-4.978834e-01 -7.241261e+00 -7.739145e+00 -7.241261e+00
-5.022677e-01 -7.245163e+00 -7.747431e+00 -7.245163e+00
-4.965434e-01 -7.247779e+00 -7.744322e+00 -7.247779e+00
-4.941127e-01 -7.238848e+00 -7.732961e+00 -7.238848e+00
-4.952959e-01 -7.244036e+00 -7.739332e+00 -7.244036e+00
-4.907567e-01 -7.270287e+00 -7.761043e+00 -7.270287e+00
-4.862535e-01 -7.272024e+00 -7.758277e+00 -7.272024e+00
-4.990490e-01 -7.254599e+00 -7.753648e+00 -7.254599e+00
-5.178964e-01 -7.242175e+00 -7.760072e+00 -7.242175e+00
-5.072675e-01 -7.250294e+00 -7.757561e+00 -7.250294e+00
-4.866696e-01 -7.264990e+00 -7.751659e+00 -7.264990e+00
-4.964486e-01 -7.256076e+00 -7.752525e+00 -7.256076e+00
-5.292409e-01 -7.243128e+00 -7.772369e+00 -7.243128e+00
-5.222787e-01 -7.231926e+00 -7.754204e+00 -7.231926e+00
-5.112678e-01 -7.240193e+00 -7.751461e+00 -7.240193e+00
-5.046407e-01 -7.250575e+00 -7.755216e+00 -7.250575e+00
-5.075157e-01 -7.238071e+00 -7.745587e+00 -7.238071e+00
-4.932466e-01 -7.243376e+00 -7.736622e+00 -7.243376e+00
-5.178057e-01 -7.233897e+00 -7.751703e+00 -7.233897e+00
-4.983973e-01 -7.254218e+00 -7.752616e+00 -7.254218e+00
-4.925371e-01 -7.253323e+00 -7.745861e+00 -7.253323e+00
-4.921467e-01 -7.253840e+00 -7.745987e+00 -7.253840e+00
-5.079100e-01 -7.247847e+00 -7.755757e+00 -7.247847e+00
-5.148314e-01 -7.247057e+00 -7.761889e+00 -7.247057e+00
-5.025543e-01 -7.242826e+00 -7.745381e+00 -7.242826e+00
-5.009338e-01 -7.247750e+00 -7.748684e+00 -7.247750e+00
-5.226238e-01 -7.237469e+00 -7.760092e+00 -7.237469e+00
-5.219645e-01 -7.231918e+00 -7.753882e+00 -7.231918e+00
-5.054736e-01 -7.236797e+00 -7.742271e+00 -7.236797e+00
-5.241556e-01 -7.228763e+00 -7.752918e+00 -7.228763e+00
-5.131482e-01 -7.246001e+00 -7.759149e+00 -7.246001e+00
-4.984180e-01 -7.259500e+00 -7.757918e+00 -7.259500e+00
-5.036333e-01 -7.247620e+00 -7.751254e+00 -7.247620e+00
-4.872187e-01 -7.265447e+00 -7.752666e+00 -7.265447e+00
-4.866596e-01 -7.255274e+00 -7.741933e+00 -7.255274e+00
-4.918020e-01 -7.259862e+00 -7.751664e+00 -7.259862e+00
-4.873513e-01 -7.256384e+00 -7.743735e+00 -7.256384e+00
-5.133394e-01 -7.232009e+00 -7.745348e+00 -7.232009e+00
-4.895454e-01 -7.258870e+00 -7.748416e+00 -7.258870e+00
-4.908011e-01 -7.259079e+00 -7.749881e+00 -7.259079e+00
-4.992352e-01 -7.247467e+00 -7.746702e+00 -7.247467e+00
-4.852041e-01 -7.260571e+00 -7.745775e+00 -7.260571e+00
-4.918577e-01 -7.249770e+00 -7.741627e+00 -7.249770e+00
-5.053010e-01 -7.245312e+00 -7.750613e+00 -7.245312e+00
-4.944366e-01 -7.258271e+00 -7.752708e+00 -7.258271e+00
-4.718096e-01 -7.260295e+00 -7.732105e+00 -7.260295e+00
-4.774677e-01 -7.262594e+00 -7.740062e+00 -7.262594e+00
-4.728126e-01 -7.267681e+00 -7.740494e+00 -7.267681e+00
-4.666127e-01 -7.271809e+00 -7.738421e+00 -7.271809e+00
-4.796389e-01 -7.265678e+00 -7.745317e+00 -7.265678e+00
-4.825120e-01 -7.263000e+00 -7.745512e+00 -7.263000e+00
-5.062877e-01 -7.254512e+00 -7.760799e+00 -7.254512e+00
-4.886927e-01 -7.260464e+00 -7.749157e+00 -7.260464e+00
-4.868366e-01 -7.266927e+00 -7.753764e+00 -7.266927e+00
-4.847849e-01 -7.269863e+00 -7.754648e+00 -7.269863e+00
-4.890145e-01 -7.267918e+00 -7.756933e+00 -7.267918e+00
-4.804387e-01 -7.270547e+00 -7.750986e+00 -7.270547e+00
-4.923732e-01 -7.255407e+00 -7.747780e+00 -7.255407e+00
-4.766643e-01 -7.262929e+00 -7.739593e+00 -7.262929e+00
-4.801849e-01 -7.269349e+00 -7.749534e+00 -7.269349e+00
-4.871175e-01 -7.276217e+00 -7.763334e+00 -7.276217e+00
-4.837252e-01 -7.273505e+00 -7.757230e+00 -7.273505e+00
-4.972275e-01 -7.250968e+00 -7.748195e+00 -7.250968e+00
-4.917463e-01 -7.266347e+00 -7.758093e+00 -7.266347e+00
-5.007054e-01 -7.252927e+00 -7.753633e+00 -7.252927e+00
-5.019761e-01 -7.234114e+00 -7.736091e+00 -7.234114e+00
-5.160044e-01 -7.237323e+00 -7.753328e+00 -7.237323e+00
-5.352966e-01 -7.216041e+00 -7.751338e+00 -7.216041e+00
-5.245839e-01 -7.220643e+00 -7.745227e+00 -7.220643e+00
-5.171554e-01 -7.219695e+00 -7.736850e+00 -7.219695e+00
-5.229807e-01 -7.210145e+00 -7.733125e+00 -7.210145e+00
-5.255732e-01 -7.228619e+00 -7.754193e+00 -7.228619e+00
-5.079111e-01 -7.247156e+00 -7.755067e+00 -7.247156e+00
-5.025179e-01 -7.254740e+00 -7.757258e+00 -7.254740e+00
-5.112405e-01 -7.244059e+00 -7.755300e+00 -7.244059e+00
-4.930207e-01 -7.250070e+00 -7.743090e+00 -7.250070e+00
-5.085120e-01 -7.231165e+00 -7.739677e+00 -7.231165e+00
-5.012572e-01 -7.244830e+00 -7.746087e+00 -7.244830e+00
-5.099066e-01 -7.243543e+00 -7.753449e+00 -7.243543e+00
-4.937709e-01 -7.255257e+00 -7.749027e+00 -7.255257e+00
-4.630188e-01 -7.277617e+00 -7.740636e+00 -7.277617e+00
-4.630151e-01 -7.267365e+00 -7.730380e+00 -7.267365e+00
-4.830073e-01 -7.262073e+00 -7.745080e+00 -7.262073e+00
-4.894092e-01 -7.270074e+00 -7.759483e+00 -7.270074e+00
-4.872547e-01 -7.259368e+00 -7.746622e+00 -7.259368e+00
-4.909595e-01 -7.261306e+00 -7.752265e+00 -7.261306e+00
-4.926234e-01 -7.247986e+00 -7.740610e+00 -7.247986e+00
-4.788059e-01 -7.258715e+00 -7.737521e+00 -7.258715e+00
-4.824990e-01 -7.262922e+00 -7.745421e+00 -7.262922e+00
-5.132719e-01 -7.241293e+00 -7.754565e+00 -7.241293e+00
-4.731188e-01 -7.271016e+00 -7.744135e+00 -7.271016e+00
-4.663084e-01 -7.277648e+00 -7.743957e+00 -7.277648e+00
-4.920348e-01 -7.254001e+00 -7.746036e+00 -7.254001e+00
-5.058384e-01 -7.242551e+00 -7.748389e+00 -7.242551e+00
-4.915879e-01 -7.264227e+00 -7.755815e+00 -7.264227e+00
-4.892191e-01 -7.267044e+00 -7.756263e+00 -7.267044e+00
-4.744615e-01 -7.268043e+00 -7.742505e+00 -7.268043e+00
-4.960481e-01 -7.251291e+00 -7.747340e+00 -7.251291e+00
-4.948659e-01 -7.257614e+00 -7.752479e+00 -7.257614e+00
-4.922275e-01 -7.258381e+00 -7.750609e+00 -7.258381e+00
-4.909041e-01 -7.262137e+00 -7.753041e+00 -7.262137e+00
-4.908462e-01 -7.272397e+00 -7.763243e+00 -7.272397e+00
-4.868280e-01 -7.268039e+00 -7.754867e+00 -7.268039e+00
-5.098441e-01 -7.244160e+00 -7.754004e+00 -7.244160e+00
-4.975427e-01 -7.247975e+00 -7.745517e+00 -7.247975e+00
-4.906785e-01 -7.256008e+00 -7.746686e+00 -7.256008e+00
-5.209891e-01 -7.245214e+00 -7.766204e+00 -7.245214e+00
-5.049084e-01 -7.250967e+00 -7.755875e+00 -7.250967e+00
-4.887058e-01 -7.258260e+00 -7.746966e+00 -7.258260e+00
-5.056819e-01 -7.242437e+00 -7.748119e+00 -7.242437e+00
-5.147772e-01 -7.236175e+00 -7.750952e+00 -7.236175e+00
-5.105805e-01 -7.244188e+00 -7.754769e+00 -7.244188e+00
-5.043110e-01 -7.249876e+00 -7.754187e+00 -7.249876e+00
-4.933492e-01 -7.250204e+00 -7.743553e+00 -7.250204e+00
-4.915945e-01 -7.244828e+00 -7.736422e+00 -7.244828e+00
-4.838405e-01 -7.245643e+00 -7.729483e+00 -7.245643e+00
-4.964097e-01 -7.244390e+00 -7.740800e+00 -7.244390e+00
-4.735394e-01 -7.266166e+00 -7.739706e+00 -7.266166e+00
-4.863084e-01 -7.269054e+00 -7.755362e+00 -7.269054e+00
-4.847533e-01 -7.265357e+00 -7.750110e+00 -7.265357e+00
-4.779950e-01 -7.267853e+00 -7.745848e+00 -7.267853e+00
-4.717857e-01 -7.268000e+00 -7.739786e+00 -7.268000e+00
-4.938455e-01 -7.260329e+00 -7.754175e+00 -7.260329e+00
-4.917364e-01 -7.260772e+00 -7.752508e+00 -7.260772e+00
-4.970688e-01 -7.251358e+00 -7.748427e+00 -7.251358e+00
-4.955410e-01 -7.256034e+00 -7.751575e+00 -7.256034e+00
-5.015494e-01 -7.249534e+00 -7.751083e+00 -7.249534e+00
-4.823009e-01 -7.257285e+00 -7.739586e+00 -7.257285e+00
-4.800323e-01 -7.265280e+00 -7.745312e+00 -7.265280e+00
-5.058128e-01 -7.243674e+00 -7.749487e+00 -7.243674e+00
-5.248370e-01 -7.240751e+00 -7.765587e+00 -7.240751e+00
-5.082610e-01 -7.250326e+00 -7.758587e+00 -7.250326e+00
-4.943718e-01 -7.256745e+00 -7.751116e+00 -7.256745e+00
-4.745736e-01 -7.268900e+00 -7.743473e+00 -7.268900e+00
-5.070089e-01 -7.244871e+00 -7.751879e+00 -7.244871e+00
-4.956853e-01 -7.245611e+00 -7.741296e+00 -7.245611e+00
-4.946005e-01 -7.251490e+00 -7.746091e+00 -7.251490e+00
-5.022217e-01 -7.249694e+00 -7.751916e+00 -7.249694e+00
-4.960769e-01 -7.251852e+00 -7.747929e+00 -7.251852e+00
-4.793614e-01 -7.255001e+00 -7.734363e+00 -7.255001e+00
-4.832674e-01 -7.255225e+00 -7.738493e+00 -7.255225e+00
-4.969888e-01 -7.255810e+00 -7.752799e+00 -7.255810e+00
-5.007101e-01 -7.251952e+00 -7.752662e+00 -7.251952e+00
-5.064200e-01 -7.235838e+00 -7.742258e+00 -7.235838e+00
-5.091265e-01 -7.240036e+00 -7.749163e+00 -7.240036e+00
-5.103000e-01 -7.230623e+00 -7.740923e+00 -7.230623e+00
-5.112307e-01 -7.234338e+00 -7.745569e+00 -7.234338e+00
-4.906936e-01 -7.249927e+00 -7.740620e+00 -7.249927e+00
-4.905882e-01 -7.259819e+00 -7.750407e+00 -7.259819e+00
-4.959698e-01 -7.263679e+00 -7.759648e+00 -7.263679e+00
-5.026311e-01 -7.257224e+00 -7.759855e+00 -7.257224e+00
-5.061077e-01 -7.251886e+00 -7.757994e+00 -7.251886e+00
-5.189486e-01 -7.236182e+00 -7.755131e+00 -7.236182e+00
-5.227994e-01 -7.221011e+00 -7.743810e+00 -7.221011e+00
-4.995774e-01 -7.245333e+00 -7.744910e+00 -7.245333e+00
-4.894477e-01 -7.256482e+00 -7.745930e+00 -7.256482e+00
-4.905918e-01 -7.244321e+00 -7.734913e+00 -7.244321e+00
-4.932937e-01 -7.253029e+00 -7.746322e+00 -7.253029e+00
-5.000434e-01 -7.247608e+00 -7.747651e+00 -7.247608e+00
-4.843182e-01 -7.260015e+00 -7.744333e+00 -7.260015e+00
-4.646264e-01 -7.266273e+00 -7.730899e+00 -7.266273e+00
-4.703578e-01 -7.260944e+00 -7.731302e+00 -7.260944e+00
-5.004795e-01 -7.243386e+00 -7.743865e+00 -7.243386e+00
-4.970309e-01 -7.248925e+00 -7.745956e+00 -7.248925e+00
-4.721940e-01 -7.270591e+00 -7.742785e+00 -7.270591e+00
-4.686608e-01 -7.278499e+00 -7.747160e+00 -7.278499e+00
-4.816696e-01 -7.266038e+00 -7.747707e+00 -7.266038e+00
-5.146262e-01 -7.233539e+00 -7.748166e+00 -7.233539e+00
-5.009163e-01 -7.240868e+00 -7.741785e+00 -7.240868e+00
-5.013000e-01 -7.254015e+00 -7.755315e+00 -7.254015e+00
-4.882108e-01 -7.266466e+00 -7.754676e+00 -7.266466e+00
-4.876514e-01 -7.259873e+00 -7.747524e+00 -7.259873e+00
-4.943750e-01 -7.254612e+00 -7.748987e+00 -7.254612e+00
-4.886327e-01 -7.253388e+00 -7.742021e+00 -7.253388e+00
-5.100316e-01 -7.254031e+00 -7.764062e+00 -7.254031e+00
-5.175340e-01 -7.237259e+00 -7.754793e+00 -7.237259e+00
-4.862301e-01 -7.256955e+00 -7.743185e+00 -7.256955e+00
-4.775809e-01 -7.267812e+00 -7.745393e+00 -7.267812e+00
-4.794265e-01 -7.267763e+00 -7.747190e+00 -7.267763e+00
-5.031876e-01 -7.243725e+00 -7.746912e+00 -7.243725e+00
-4.955236e-01 -7.248144e+00 -7.743668e+00 -7.248144e+00
-4.953869e-01 -7.241153e+00 -7.736539e+00 -7.241153e+00
-4.994007e-01 -7.243035e+00 -7.742435e+00 -7.243035e+00
-4.824339e-01 -7.258147e+00 -7.740581e+00 -7.258147e+00
-4.919139e-01 -7.265893e+00 -7.757807e+00 -7.265893e+00
-4.838264e-01 -7.258532e+00 -7.742358e+00 -7.258532e+00
-5.053961e-01 -7.252348e+00 -7.757745e+00 -7.252348e+00
-5.092866e-01 -7.243024e+00 -7.752310e+00 -7.243024e+00
-4.844329e-01 -7.249759e+00 -7.734192e+00 -7.249759e+00
-4.818557e-01 -7.251256e+00 -7.733112e+00 -7.251256e+00
-4.899165e-01 -7.257475e+00 -7.747391e+00 -7.257475e+00
-5.045692e-01 -7.258885e+00 -7.763455e+00 -7.258885e+00
-5.192478e-01 -7.245190e+00 -7.764438e+00 -7.245190e+00
-5.089250e-01 -7.249457e+00 -7.758382e+00 -7.249457e+00
-4.971657e-01 -7.256415e+00 -7.753580e+00 -7.256415e+00
-4.856655e-01 -7.260644e+00 -7.746310e+00 -7.260644e+00
-4.736495e-01 -7.271237e+00 -7.744886e+00 -7.271237e+00
-4.895053e-01 -7.257720e+00 -7.747225e+00 -7.257720e+00
-5.043018e-01 -7.261163e+00 -7.765465e+00 -7.261163e+00
-5.049375e-01 -7.261703e+00 -7.766641e+00 -7.261703e+00
-4.938998e-01 -7.261717e+00 -7.755617e+00 -7.261717e+00
-4.941469e-01 -7.252258e+00 -7.746405e+00 -7.252258e+00
-5.043460e-01 -7.252267e+00 -7.756613e+00 -7.252267e+00
-5.195815e-01 -7.236675e+00 -7.756256e+00 -7.236675e+00
-5.239710e-01 -7.232316e+00 -7.756287e+00 -7.232316e+00
-5.132202e-01 -7.235248e+00 -7.748468e+00 -7.235248e+00
-5.109681e-01 -7.244663e+00 -7.755631e+00 -7.244663e+00
-5.013554e-01 -7.246422e+00 -7.747777e+00 -7.246422e+00
-5.114556e-01 -7.237121e+00 -7.748577e+00 -7.237121e+00
-5.135638e-01 -7.232718e+00 -7.746282e+00 -7.232718e+00
-5.095091e-01 -7.247592e+00 -7.757101e+00 -7.247592e+00
-4.923544e-01 -7.257810e+00 -7.750164e+00 -7.257810e+00
-4.906759e-01 -7.255424e+00 -7.746100e+00 -7.255424e+00
-4.905818e-01 -7.259530e+00 -7.750112e+00 -7.259530e+00
-4.831828e-01 -7.260075e+00 -7.743258e+00 -7.260075e+00
-5.054849e-01 -7.241020e+00 -7.746505e+00 -7.241020e+00
-5.096704e-01 -7.243458e+00 -7.753129e+00 -7.243458e+00
-5.098560e-01 -7.240392e+00 -7.750248e+00 -7.240392e+00
-5.041307e-01 -7.238710e+00 -7.742840e+00 -7.238710e+00
-5.068923e-01 -7.245549e+00 -7.752442e+00 -7.245549e+00
-5.141378e-01 -7.241956e+00 -7.756093e+00 -7.241956e+00
-4.922821e-01 -7.244008e+00 -7.736290e+00 -7.244008e+00
-4.942336e-01 -7.236968e+00 -7.731202e+00 -7.236968e+00
-5.062330e-01 -7.232295e+00 -7.738528e+00 -7.232295e+00
-4.949555e-01 -7.252018e+00 -7.746974e+00 -7.252018e+00
-4.904762e-01 -7.257554e+00 -7.748030e+00 -7.257554e+00
-4.984476e-01 -7.253497e+00 -7.751945e+00 -7.253497e+00
-5.203659e-01 -7.228873e+00 -7.749239e+00 -7.228873e+00
-5.292677e-01 -7.225868e+00 -7.755136e+00 -7.225868e+00
-5.148291e-01 -7.243035e+00 -7.757864e+00 -7.243035e+00
-4.950345e-01 -7.251058e+00 -7.746092e+00 -7.251058e+00
-5.070263e-01 -7.248026e+00 -7.755052e+00 -7.248026e+00
-4.879088e-01 -7.264264e+00 -7.752173e+00 -7.264264e+00
-4.942982e-01 -7.253822e+00 -7.748120e+00 -7.253822e+00
-4.604993e-01 -7.272290e+00 -7.732789e+00 -7.272290e+00
-5.001434e-01 -7.245025e+00 -7.745168e+00 -7.245025e+00
-4.806061e-01 -7.256696e+00 -7.737302e+00 -7.256696e+00
-4.742255e-01 -7.278269e+00 -7.752495e+00 -7.278269e+00
-4.610894e-01 -7.289654e+00 -7.750744e+00 -7.289654e+00
-4.922392e-01 -7.253168e+00 -7.745407e+00 -7.253168e+00
-4.995871e-01 -7.246805e+00 -7.746392e+00 -7.246805e+00
